customer_id,signup_date,age_at_signup,income_at_signup,initial_deposit,segment,credit_score_initial,avg_balance_3y,total_deposits_3y,total_withdrawals_3y,total_fees_3y,num_transactions_3y,has_mortgage_3y,has_investment_3y,revenue_interest_3y,revenue_fees_3y,cost_serve_3y,loss_given_default_3y,defaulted_in_3y,CLV_3Y_TARGET,avg_balance_full_history,total_deposits_full_history,total_withdrawals_full_history,total_fees_full_history,num_transactions_full_history,has_mortgage_full_history,has_investment_full_history,defaulted_full_history
CUST-00011,2020-02-10,38,42100.63,4459.46,Professional,417,9319.95220084395,33727.887164148684,13595.929072615787,87.5,261,False,False,419.3978490379778,87.5,150.0,13498.822125414385,True,-13141.924276376407,7186.864549242342,33727.887164148684,13595.929072615787,87.5,261,False,False,True
CUST-00012,2018-09-15,42,41856.14,2761.58,Professional,301,3368.645546467015,15081.517300705498,11712.34304826571,167.5,235,False,False,151.58904959101565,167.5,150.0,8489.091179373607,True,-8320.002129782592,1908.2601517751584,15081.517300705498,11712.34304826571,167.5,235,False,False,True
CUST-00013,2019-11-17,42,40889.0,5336.17,Professional,505,9904.29437821205,29431.48651827458,10662.282800122017,127.5,218,False,False,445.6932470195421,127.5,150.0,16741.20467044285,True,-16318.011423423308,7206.114514380196,29431.48651827458,10662.282800122017,127.5,218,False,False,True
CUST-00014,2019-12-09,57,38842.03,1710.66,Professional,336,8295.158474167263,28331.019190736642,11227.103526639714,205.0,255,False,False,373.28213133752683,205.0,150.0,13708.807118109065,True,-13280.52498677154,6124.881004189584,28331.019190736642,11227.103526639714,205.0,255,False,False,True
CUST-00015,2020-07-14,47,42781.91,5286.73,Professional,453,5637.315251301541,20966.38065502784,11173.60013859593,97.5,226,False,False,253.67918630856934,97.5,150.0,11427.359510167915,True,-11226.180323859346,4879.731383537698,20966.38065502784,11173.60013859593,97.5,226,False,False,True
CUST-00016,2018-07-30,56,74087.07,4358.03,Professional,668,23152.821092863327,50226.750569176,14223.500239662031,140.0,292,False,False,1041.8769491788496,140.0,150.0,0.0,False,1031.8769491788496,30385.309728003744,67559.92645082646,25561.572933737792,217.5,520,False,False,False
CUST-00017,2019-08-25,24,86816.95,6365.11,Professional,411,11462.767658383824,37119.74973051807,9315.29254327389,55.0,191,False,False,515.8245446272721,55.0,150.0,11946.408140893102,True,-11525.58359626583,7899.1381912714205,37119.74973051807,9315.29254327389,55.0,191,False,False,True
CUST-00018,2020-08-22,67,55011.49,14924.14,Retired,611,22950.985218825885,45143.38223157404,13770.853130266922,152.5,276,False,False,1032.7943348471647,152.5,150.0,0.0,False,1035.2943348471647,23857.071925443473,47108.94362260657,15324.59180653541,170.0,310,False,False,False
CUST-00019,2020-09-26,43,42804.87,1342.18,Professional,560,8937.382134001102,25623.398576322932,13964.2540778311,170.0,283,False,True,402.18219603004957,170.0,150.0,0.0,False,422.18219603004957,9176.6155997814,28959.154562747404,14631.257129809768,205.0,308,False,True,False
CUST-00020,2018-05-28,52,99818.17,4535.23,Professional,458,16447.797463820363,50472.25663338347,11218.899278843093,77.5,221,False,False,740.1508858719163,77.5,150.0,13756.272103192421,True,-13088.621217320504,8815.633001900782,50472.25663338347,11218.899278843093,77.5,221,False,False,True
CUST-00021,2018-03-02,28,40911.82,1423.35,Professional,354,7554.968898152558,26868.196992736175,13528.217863733988,137.5,278,False,True,339.9736004168651,137.5,150.0,0.0,False,327.4736004168651,4403.669987870588,28624.986358876246,15995.854960803994,167.5,315,False,True,True
CUST-00022,2018-07-28,30,71583.38,2868.45,Professional,567,17898.283860415602,43513.84559861974,14175.154139177122,130.0,286,False,False,805.422773718702,130.0,150.0,0.0,False,785.422773718702,27182.265659595505,78410.17055815438,24988.6818319274,235.0,527,False,False,False
CUST-00023,2019-06-18,51,51022.08,2066.95,Professional,437,12144.679090162514,35379.66638369447,13605.955303568291,237.5,307,False,False,546.5105590573131,237.5,150.0,19013.026424967808,True,-18379.015865910493,8025.602657651148,35379.66638369447,13605.955303568291,237.5,307,False,False,True
CUST-00024,2018-05-26,59,36285.24,2643.45,Professional,327,4901.993121065689,20738.97162947101,10944.506931693142,52.5,196,False,False,220.58969044795597,52.5,150.0,14838.961538900485,True,-14715.871848452529,2624.7836027222147,20738.97162947101,10944.506931693142,52.5,196,False,False,True
CUST-00025,2019-02-18,20,18907.54,262.62,Student,387,398.5805388273599,9548.35898317319,9480.366864184789,67.5,198,False,False,17.93612424723119,67.5,150.0,0.0,False,-64.56387575276881,316.4476727874155,13177.862031986695,13038.08897485961,135.0,278,False,False,True
CUST-00026,2018-05-10,52,76559.86,10873.88,Professional,409,11673.053448185461,38794.08119147467,9871.728787507116,157.5,204,False,False,525.2874051683457,157.5,150.0,13809.158716109418,True,-13276.371310941071,6201.840623853993,38794.08119147467,9871.728787507116,157.5,204,False,False,True
CUST-00027,2018-04-16,45,76062.2,2423.38,Professional,350,14752.45799816478,47116.39866225966,12341.764011918745,95.0,247,False,False,663.8606099174151,95.0,150.0,10858.379789058992,True,-10249.519179141576,7747.6937688203525,47116.39866225966,12341.764011918745,95.0,247,False,False,True
CUST-00028,2018-10-06,39,85232.28,3382.37,Professional,625,17142.55117851245,58343.420786715316,15103.464788964768,132.5,300,False,True,771.4148030330603,132.5,150.0,0.0,False,753.9148030330603,32035.367631647776,99869.61524607349,26911.085915988097,242.5,516,False,True,False
CUST-00029,2020-10-23,68,32649.22,4953.33,Retired,525,3927.102543073631,16054.25572507527,14596.873033259557,90.0,275,False,False,176.71961443831339,90.0,150.0,12360.0009786143,True,-12243.281364175986,3694.3103820151423,16054.25572507527,14596.873033259557,90.0,275,False,False,True
CUST-00030,2018-10-06,33,53101.55,4756.02,Professional,300,16735.81831774518,40663.3192336869,11252.176572882892,110.0,258,False,False,753.1118242985331,110.0,150.0,14306.206883521538,True,-13593.095059223004,9584.582143269337,40663.3192336869,11252.176572882892,110.0,258,False,False,True
CUST-00031,2019-09-07,29,27442.04,2973.01,Professional,300,2555.524808289547,12799.350603407935,8259.967932273128,120.0,199,False,False,114.99861637302962,120.0,150.0,14860.652242060198,True,-14775.653625687168,1775.570853475288,12799.350603407935,8259.967932273128,120.0,199,False,False,True
CUST-00032,2019-06-05,34,51274.98,12894.03,Professional,423,31320.0198943583,55457.6887419689,13953.12260629845,137.5,293,False,False,1409.4008952461234,137.5,150.0,0.0,False,1396.9008952461234,78224.79480988558,69782.97956607403,25505.998161123254,172.5,444,True,True,False
CUST-00033,2018-04-09,25,194007.0,2229.64,Professional,474,13419.98969457953,61702.29969888571,12602.15722164071,75.0,254,False,False,603.8995362560788,75.0,150.0,13031.215949605375,True,-12502.316413349297,7024.325389849228,61702.29969888571,12602.15722164071,75.0,254,False,False,True
CUST-00034,2018-08-06,22,22359.95,716.04,Student,300,1851.5977272712498,18411.5564635501,13686.864323464866,145.0,286,False,False,83.32189772720623,145.0,150.0,20196.48997522001,True,-20118.168077492806,1027.6226616127817,18411.5564635501,13686.864323464866,145.0,286,False,False,True
CUST-00035,2018-05-05,45,59323.75,2731.61,Professional,428,9069.073968307472,38114.3237328905,12003.520262472819,62.5,235,False,True,408.1083285738362,62.5,150.0,8800.159499991003,True,-8479.551171417166,4806.696996755412,38114.3237328905,12003.520262472819,62.5,235,False,True,True
CUST-00036,2020-08-11,62,24206.18,15673.03,Retired,449,14617.431762660506,30181.567423623015,11618.557854897841,147.5,238,False,False,657.7844293197228,147.5,150.0,13071.01690693718,True,-12415.732477617457,12939.440404295274,30181.567423623015,11618.557854897841,147.5,238,False,False,True
CUST-00037,2019-12-13,46,59560.57,1357.12,Professional,424,4136.692204745823,27559.10981166056,9166.750019821708,52.5,189,False,False,186.151149213562,52.5,150.0,18536.99823828116,True,-18448.3470890676,3062.6625856637434,27559.10981166056,9166.750019821708,52.5,189,False,False,True
CUST-00038,2018-07-12,54,62234.44,13762.26,Professional,445,31539.1252824188,62981.65197217409,11483.352727255571,165.0,282,False,False,1419.260637708846,165.0,150.0,0.0,False,1434.260637708846,19789.117798383915,67779.15617935141,12567.436706116257,177.5,311,False,False,True
CUST-00039,2018-07-15,69,75970.91,23832.25,Retired,550,36441.50487542551,73355.62780270418,14109.133111549972,180.0,301,False,False,1639.867719394148,180.0,150.0,0.0,False,1669.867719394148,50874.789933479515,113235.542747203,25837.19826498604,280.0,542,False,False,False
CUST-00040,2018-07-03,25,25550.68,4024.54,Professional,300,6700.386727970664,19395.697526788572,12098.837177859963,102.5,257,False,False,301.51740275867985,102.5,150.0,15713.541384087406,True,-15459.523981328726,3655.6668994159822,19395.697526788572,12098.837177859963,102.5,257,False,False,True
CUST-00041,2020-05-06,18,16840.61,657.84,Student,328,417.1677001986924,10235.763303989661,9140.236064058574,77.5,207,False,False,18.772546508941158,77.5,150.0,16205.909801669104,True,-16259.637255160163,342.427759908222,10235.763303989661,9140.236064058574,77.5,207,False,False,True
CUST-00042,2019-10-31,36,59806.38,6571.5,Professional,316,48374.13227081232,34859.62501506852,14793.053912852001,70.0,230,True,False,2176.835952186554,70.0,150.0,13203.388200635272,True,-11106.55224844872,34802.67729076182,34859.62501506852,14793.053912852001,70.0,230,True,False,True
CUST-00043,2018-05-07,60,27062.55,3812.05,Professional,319,2782.0907896254907,21260.47110342372,15458.551570269268,145.0,295,False,False,125.19408553314709,145.0,150.0,0.0,False,120.19408553314707,3966.725455489128,32794.54498516594,26468.486715912204,272.5,537,False,False,False
CUST-00044,2020-02-07,68,30819.62,18296.62,Retired,598,15151.691792323203,28536.715766487927,12760.87208179029,95.0,243,False,False,681.8261306545442,95.0,150.0,12488.172288996704,True,-11861.34615834216,11659.242805758193,28536.715766487927,12760.87208179029,95.0,243,False,False,True
CUST-00045,2018-10-05,43,45126.48,3010.69,Professional,473,5161.705154667908,20156.509248579954,15134.925792798309,160.0,309,False,False,232.27673196005586,160.0,150.0,0.0,False,242.27673196005583,6654.6194995104715,42801.544587774035,26630.110531807113,282.5,529,False,False,False
CUST-00046,2018-02-21,65,14245.99,35104.21,Retired,480,31548.235803368094,44780.09555685373,12587.733648886711,197.5,275,False,False,1419.6706111515641,197.5,150.0,5829.6392138308975,True,-4362.468602679333,16150.218889522237,44780.09555685373,12587.733648886711,197.5,275,False,False,True
CUST-00047,2020-11-18,51,68004.47,1416.17,Professional,615,15788.846114903223,43913.29485623746,14108.708069074879,125.0,278,False,False,710.4980751706449,125.0,150.0,0.0,False,685.4980751706449,16303.028595925913,43913.29485623746,14640.207529138695,157.5,291,False,False,False
CUST-00048,2018-04-30,33,73870.76,4744.19,Professional,529,6090.372287272272,30525.492591531573,10223.805783383428,145.0,211,False,False,274.06675292725225,145.0,150.0,15163.321373240522,True,-14894.25462031327,3220.1630393834566,30525.492591531573,10223.805783383428,145.0,211,False,False,True
CUST-00049,2018-02-23,54,35323.8,6140.65,Professional,357,7689.596529848252,25273.163377279372,14985.571737616487,95.0,272,False,False,346.0318438431713,95.0,150.0,15443.584741850891,True,-15152.55289800772,3940.1535798707705,25273.163377279372,14985.571737616487,95.0,272,False,False,True
CUST-00050,2018-07-13,19,12903.24,141.13,Student,449,377.1345331718811,8541.55494955251,7223.621361966078,55.0,159,False,False,16.97105399273465,55.0,150.0,13261.149841286515,True,-13339.17878729378,206.79134392749617,8541.55494955251,7223.621361966078,55.0,159,False,False,True
CUST-00051,2020-05-30,54,28703.61,22402.74,Professional,555,26778.7743974996,44055.40138525215,13700.180504154992,102.5,284,False,False,1205.0448478874819,102.5,150.0,0.0,False,1157.5448478874819,27397.68691690873,46266.36044295725,16178.452222669312,105.0,336,False,False,False
CUST-00052,2018-05-09,52,21300.73,6445.6,Professional,318,4308.849599586651,15362.483841526335,10937.182683657096,117.5,213,False,False,193.89823198139925,117.5,150.0,17146.84285224383,True,-16985.44462026243,2288.162129751398,15362.483841526335,10937.182683657096,117.5,213,False,False,True
CUST-00053,2020-09-14,29,42203.18,2733.64,Professional,361,4795.579610030337,18977.374945934604,11111.057005639743,127.5,226,False,False,215.80108245136518,127.5,150.0,11024.7110843768,True,-10831.410001925435,4365.053759753299,18977.374945934604,11111.057005639743,127.5,226,False,False,True
CUST-00054,2019-05-08,55,64325.07,3870.2,Professional,488,14118.52800018769,39975.8018325102,13478.216498462765,92.5,261,False,False,635.3337600084461,92.5,150.0,11759.791545217884,True,-11181.957785209437,9104.704452417856,39975.8018325102,13478.216498462765,92.5,261,False,False,True
CUST-00055,2018-04-18,41,32629.02,13517.13,Professional,300,14279.611256910835,31281.676310229457,13664.299502269982,150.0,286,False,False,642.5825065609876,150.0,150.0,10459.641050859982,True,-9817.058544298994,7506.564726988653,31281.676310229457,13664.299502269982,150.0,286,False,False,True
CUST-00056,2018-10-04,49,47411.69,711.23,Professional,352,2309.8828080106473,16990.76899464291,10968.127446172924,32.5,196,False,False,103.94472636047912,32.5,150.0,17357.645217063393,True,-17371.200490702915,1321.484678564085,16990.76899464291,10968.127446172924,32.5,196,False,False,True
CUST-00057,2020-10-31,64,29055.76,15768.55,Retired,398,12874.16773288147,28040.604989466177,10559.635632793646,130.0,224,False,False,579.3375479796662,130.0,150.0,20870.015454039512,True,-20310.677906059846,12194.821511682707,28040.604989466177,10559.635632793646,130.0,224,False,False,True
CUST-00058,2020-10-21,19,12228.57,735.19,Student,300,268.61880195802877,7734.983625285696,7609.703383025733,125.0,187,False,False,12.087846088111295,125.0,150.0,0.0,False,-12.912153911888709,263.91888105573287,8267.77295864772,8126.150946209036,125.0,199,False,False,False
CUST-00059,2018-04-14,25,15850.26,1772.17,Professional,367,1176.7701894160837,11665.50654730037,11605.133585486728,55.0,240,False,False,52.954658523723765,55.0,150.0,11987.489482847603,True,-12029.534824323879,617.4237457645479,11665.50654730037,11605.133585486728,55.0,240,False,False,True
CUST-00060,2018-09-02,35,35065.75,857.48,Professional,445,3154.26498152966,21806.440438677335,11047.99652529069,57.5,222,False,False,141.9419241688347,57.5,150.0,16359.865780364453,True,-16310.423856195619,1774.8818883735755,21806.440438677335,11047.99652529069,57.5,222,False,False,True
CUST-00061,2020-01-01,31,58694.77,938.82,Professional,444,5516.587560341494,31933.586761575323,14039.704725129075,102.5,261,False,False,248.24644021536722,102.5,150.0,0.0,False,200.74644021536722,23083.54457665852,43458.59306533805,20463.846524120214,202.5,362,True,False,False
CUST-00062,2019-06-25,31,35897.53,1440.17,Professional,352,6898.268903438082,25044.32363289983,11941.271355126251,105.0,269,False,False,310.4221006547137,105.0,150.0,16430.691306889268,True,-16165.269206234554,4577.942090463454,25044.32363289983,11941.271355126251,105.0,269,False,False,True
CUST-00063,2018-09-09,36,63141.35,1111.71,Professional,477,7356.689545945558,39538.613390926235,10563.755936443871,187.5,261,False,False,331.0510295675501,187.5,150.0,19310.769595228205,True,-18942.218565660656,4154.499769371008,39538.613390926235,10563.755936443871,187.5,261,False,False,True
CUST-00064,2018-11-25,48,45119.53,11734.24,Professional,594,23442.444467944984,43550.817334122476,15072.480822923308,162.5,290,True,False,1054.9100010575244,162.5,150.0,0.0,False,1067.4100010575244,192007.66624832913,77396.24687333351,41058.28437235931,237.5,508,True,False,False
CUST-00065,2019-10-28,46,56172.44,2350.78,Professional,457,18261.603825027225,49723.44381430138,13275.42176371244,87.5,264,False,False,821.7721721262251,87.5,150.0,8246.405949327298,True,-7487.133777201073,13112.430287478564,49723.44381430138,13275.42176371244,87.5,264,False,False,True
CUST-00066,2020-09-23,57,40849.37,1226.81,Professional,443,12368.079108389233,36780.98492880772,12697.724889752571,85.0,278,False,False,556.5635598775154,85.0,150.0,0.0,False,491.56355987751544,13292.351608582569,38352.57616200071,13677.841403005734,87.5,302,False,False,False
CUST-00067,2019-02-20,61,21149.21,24568.9,Retired,530,23972.437688005706,36557.324252015445,14043.72214762663,150.0,304,False,False,1078.7596959602567,150.0,150.0,0.0,False,1078.7596959602567,22633.4816443833,43107.775908025484,24252.874357939716,215.0,482,False,False,False
CUST-00068,2020-05-07,35,35034.35,3053.86,Professional,458,107057.4469735422,23782.719316977084,22020.314189127585,147.5,262,True,False,4817.5851138093985,147.5,150.0,6054.728207080324,True,-1239.6430932709254,87942.91405553542,23782.719316977084,22020.314189127585,147.5,262,True,False,True
CUST-00069,2018-08-24,62,20549.48,4411.54,Retired,505,5561.277692499669,20156.534357298107,11533.142114824052,125.0,237,False,False,250.2574961624851,125.0,150.0,9684.732092515338,True,-9459.474596352853,3114.8844364640086,20156.534357298107,11533.142114824052,125.0,237,False,False,True
CUST-00070,2018-01-26,58,23862.21,1266.35,Professional,353,2474.397754498421,13150.561266741825,8787.242886422999,72.5,197,False,False,111.34789895242895,72.5,150.0,9825.912878725576,True,-9792.064979773148,1251.48523841837,13150.561266741825,8787.242886422999,72.5,197,False,False,True
CUST-00071,2019-05-22,44,23829.09,3668.28,Professional,504,4986.709055655365,19376.698195881196,12987.032955575125,150.0,276,False,False,224.40190750449142,150.0,150.0,12525.631865354813,True,-12301.229957850323,3242.545377638138,19376.698195881196,12987.032955575125,150.0,276,False,False,True
CUST-00072,2018-12-19,67,11853.58,2631.13,Retired,339,386.26983379657526,7272.48121458841,7181.062947593785,57.5,153,False,False,17.382142520845886,57.5,150.0,6634.673777834166,True,-6709.79163531332,230.12267029774205,7272.48121458841,7181.062947593785,57.5,153,False,False,True
CUST-00073,2019-10-12,50,33366.8,1611.38,Professional,554,9837.338311410966,16488.71649053977,9965.343356018027,175.0,211,True,False,442.68022401349344,175.0,150.0,6673.092003135437,True,-6205.411779121943,6990.191726797539,16488.71649053977,9965.343356018027,175.0,211,True,False,True
CUST-00074,2018-06-12,64,43484.98,16268.18,Retired,451,21122.56017655353,35311.663422701524,13740.01186237531,177.5,275,False,False,950.5152079449088,177.5,150.0,0.0,False,978.0152079449088,24428.203220819916,60977.43673481479,26492.03670718274,280.0,522,False,False,False
CUST-00075,2020-08-20,27,62174.63,4919.09,Professional,312,45829.470611517325,30795.59538085805,11415.142860512535,145.0,207,True,True,2062.3261775182796,145.0,150.0,11346.284916015586,True,-9288.958738497306,40865.85530912986,30795.59538085805,11415.142860512535,145.0,207,True,True,True
CUST-00076,2020-09-03,69,9854.06,7075.46,Retired,390,3727.240867061619,13055.045646024928,12853.769179130624,200.0,268,False,False,167.72583901777287,200.0,150.0,13099.593800702281,True,-12881.86796168451,3361.8852960728773,13055.045646024928,12853.769179130624,200.0,268,False,False,True
CUST-00077,2019-02-12,35,100777.31,1638.22,Professional,642,18788.365029110544,47950.07305906376,16308.058450754168,85.0,282,False,True,845.4764263099745,85.0,150.0,0.0,False,780.4764263099745,19490.37330959644,76065.96245264255,26643.918433678526,215.0,467,False,True,False
CUST-00078,2020-10-13,25,80037.8,13561.66,Professional,479,10304.820037634505,34340.93985335622,11207.630682525847,95.0,214,False,False,463.7169016935527,95.0,150.0,18088.909025087298,True,-17680.192123393746,9611.395179906118,34340.93985335622,11207.630682525847,95.0,214,False,False,True
CUST-00079,2018-07-25,66,18538.39,6992.38,Retired,360,7878.268113045192,22034.271475333375,14081.299518149217,142.5,297,False,False,354.52206508703364,142.5,150.0,0.0,False,347.02206508703364,4508.277927364285,22869.485319078412,14675.533053671092,142.5,307,False,False,True
CUST-00080,2020-09-22,57,60449.61,544.66,Professional,644,10565.7168626172,28073.386219612075,12096.674804524551,97.5,268,False,False,475.457258817774,97.5,150.0,0.0,False,422.957258817774,11114.075717723743,34812.92076596597,13001.877355813045,100.0,292,False,False,False
CUST-00081,2018-02-20,60,31411.3,12447.03,Professional,473,139935.56465117075,26965.981614977492,26019.70575875879,165.0,292,True,False,6297.100409302684,165.0,150.0,0.0,False,6312.100409302684,262084.19009145114,42553.37543864304,57217.716038747574,247.5,567,True,False,False
CUST-00082,2020-08-30,29,42863.11,4476.9,Professional,421,2163.0529037444485,16990.677281415246,12105.724501732706,115.0,227,False,False,97.33738066850017,115.0,150.0,8355.66781478302,True,-8293.330434114521,1944.6165267653294,16990.677281415246,12105.724501732706,115.0,227,False,False,True
CUST-00083,2019-06-26,31,27365.18,3540.2,Professional,363,7379.919369122404,25687.883851642997,9919.562628355976,145.0,230,False,False,332.0963716105082,145.0,150.0,15674.09407278297,True,-15346.99770117246,4900.552886106145,25687.883851642997,9919.562628355976,145.0,230,False,False,True
CUST-00084,2018-04-23,37,66183.14,542.58,Professional,375,12883.183223282855,50601.62862859795,15045.906622338896,95.0,263,False,False,579.7432450477285,95.0,150.0,16712.667164660495,True,-16187.923919612767,6788.78037993009,50601.62862859795,15045.906622338896,95.0,263,False,False,True
CUST-00085,2020-03-23,53,53543.99,2257.86,Professional,615,23897.861456786533,55249.38543200872,12988.546513669373,105.0,287,False,False,1075.4037655553939,105.0,150.0,0.0,False,1030.4037655553939,54307.39203506305,65547.21824918113,19635.44539337693,127.5,359,True,True,False
CUST-00086,2019-07-15,19,7901.32,696.35,Student,300,134.56131088937136,5961.897459765538,5512.053324289994,117.5,143,False,False,6.055258990021711,117.5,150.0,0.0,False,-26.444741009978287,133.4637625863667,7427.863815646052,7273.632517985734,120.0,189,False,False,True
CUST-00087,2019-12-16,44,34672.88,28958.41,Professional,324,36403.02691346412,57176.85491144606,12156.469806367475,205.0,282,False,False,1638.1362111058852,205.0,150.0,12220.363699094089,True,-10527.227487988202,27006.310616695944,57176.85491144606,12156.469806367475,205.0,282,False,False,True
CUST-00088,2019-11-15,59,30852.66,1157.18,Professional,353,3754.8338625760834,19780.011737942223,10224.898640604988,35.0,212,False,False,168.96752381592376,35.0,150.0,8966.07033574659,True,-8912.102811930667,2728.2966685605916,19780.011737942223,10224.898640604988,35.0,212,False,False,True
CUST-00089,2019-09-26,31,70445.58,10726.0,Professional,409,23669.27835991072,51399.392139939584,14525.531661383144,140.0,294,False,False,1065.1175261959825,140.0,150.0,0.0,False,1055.1175261959825,30646.38334637246,71636.33584503323,19310.77504004001,175.0,408,False,False,False
CUST-00090,2020-12-20,36,47395.38,2305.02,Professional,496,8416.20953681729,26456.2298725129,11632.038794940969,95.0,246,False,False,378.72942915677805,95.0,150.0,12398.588062038909,True,-12074.858632882131,8332.504017011694,26456.2298725129,11632.038794940969,95.0,246,False,False,True
CUST-00091,2020-12-21,30,57686.11,4430.0,Professional,315,10720.119890121681,34526.391756123514,8921.800073681517,37.5,194,False,False,482.40539505547565,37.5,150.0,16916.460906873952,True,-16546.555511818475,10623.105230482572,34526.391756123514,8921.800073681517,37.5,194,False,False,True
CUST-00092,2019-06-20,65,41444.38,18151.65,Retired,544,21007.535890544226,38303.179562329366,15314.049230111628,127.5,286,False,False,945.3391150744902,127.5,150.0,0.0,False,922.8391150744901,22642.806892526685,53080.3291668496,22585.773195760004,175.0,437,False,False,False
CUST-00093,2018-07-01,28,52747.63,4982.38,Professional,350,7993.321084298092,25376.06122053737,9044.531460070491,55.0,184,False,False,359.6994487934141,55.0,150.0,14753.317964134085,True,-14488.618515340671,4356.737972775714,25376.06122053737,9044.531460070491,55.0,184,False,False,True
CUST-00094,2018-12-24,53,132242.56,1824.14,Professional,709,34142.59259276317,88505.59790769563,14912.205044278195,202.5,306,False,False,1536.4166666743427,202.5,150.0,0.0,False,1588.9166666743427,57411.21855672466,128940.18237982006,24957.96690813,265.0,513,False,False,False
CUST-00095,2018-11-28,58,59161.17,2405.93,Professional,526,12275.984072267773,38319.73834537664,15095.970648028964,205.0,295,False,False,552.4192832520498,205.0,150.0,0.0,False,607.4192832520498,18093.23337192767,57161.527976396246,26748.255139346118,292.5,505,False,True,False
CUST-00096,2020-03-12,55,81382.87,971.17,Professional,453,113667.09363770502,43983.960861893895,23725.0296324631,62.5,311,True,False,5115.019213696726,62.5,150.0,0.0,False,5027.519213696726,101106.03695686592,47015.02219326497,26425.489313046055,62.5,325,True,False,True
CUST-00097,2020-03-14,35,67444.23,5096.68,Professional,510,21775.676589621893,50177.56960155517,13571.620376688716,117.5,284,False,True,979.9054465329853,117.5,150.0,0.0,False,947.4054465329853,25012.9426649668,65827.40717883609,17311.802716156075,157.5,355,False,True,False
CUST-00098,2018-04-19,62,15363.06,11472.23,Retired,335,7112.052811567576,18694.77954000245,10578.477858273684,90.0,204,False,False,320.0423765205409,90.0,150.0,10886.34184230898,True,-10626.29946578844,3740.4888706371257,18694.77954000245,10578.477858273684,90.0,204,False,False,True
CUST-00099,2018-12-16,65,81133.32,32070.9,Retired,582,42393.22980199081,66649.0855771548,14947.151716921244,192.5,295,False,False,1907.6953410895865,192.5,150.0,0.0,False,1950.1953410895867,53847.26298137928,108450.18800120434,24681.083862958374,250.0,499,False,False,False
